,0,1,2,3,4,5,6,7,8,9
KNN,0.68253968254,0.595238095238,0.656,0.584,0.648,0.696,0.496,0.64,0.648,0.624
SVM,0.761904761905,0.714285714286,0.696,0.68,0.728,0.76,0.624,0.656,0.68,0.624
MLP,0.626984126984,0.563492063492,0.624,0.616,0.664,0.68,0.544,0.616,0.592,0.56
RF,0.81746031746,0.801587301587,0.8,0.728,0.776,0.808,0.792,0.776,0.832,0.776
LR,0.52380952381,0.515873015873,0.424,0.48,0.592,0.504,0.44,0.496,0.472,0.448
ET,0.865079365079,0.793650793651,0.8,0.776,0.816,0.856,0.792,0.776,0.832,0.832
