,0,1,2,3,4,5,6,7,8,9
KNN,0.833333333333,0.849206349206,0.776,0.752,0.8,0.832,0.84,0.72,0.776,0.8
SVM,0.753968253968,0.674603174603,0.736,0.608,0.624,0.728,0.664,0.688,0.72,0.552
MLP,0.626984126984,0.666666666667,0.72,0.672,0.728,0.696,0.664,0.736,0.68,0.608
RF,0.936507936508,0.960317460317,0.96,0.896,0.904,0.896,0.928,0.88,0.912,0.864
LR,0.619047619048,0.650793650794,0.632,0.608,0.648,0.656,0.64,0.568,0.592,0.592
ET,0.928571428571,0.952380952381,0.936,0.888,0.928,0.944,0.944,0.848,0.928,0.896
