,0,1,2,3,4,5,6,7,8,9
KNN,0.698412698413,0.674603174603,0.648,0.632,0.704,0.584,0.528,0.552,0.6,0.608
SVM,0.484126984127,0.507936507937,0.528,0.56,0.552,0.52,0.512,0.544,0.536,0.408
MLP,0.626984126984,0.587301587302,0.472,0.528,0.624,0.592,0.464,0.536,0.52,0.48
RF,0.904761904762,0.880952380952,0.816,0.816,0.84,0.84,0.856,0.816,0.872,0.792
LR,0.563492063492,0.571428571429,0.552,0.536,0.568,0.624,0.472,0.544,0.56,0.504
ET,0.928571428571,0.896825396825,0.88,0.904,0.864,0.912,0.928,0.84,0.88,0.872
