,0,1,2,3,4,5,6,7,8,9
KNN,0.833333333333,0.81746031746,0.776,0.816,0.76,0.72,0.656,0.736,0.76,0.776
SVM,0.84126984127,0.888888888889,0.856,0.84,0.824,0.84,0.848,0.792,0.816,0.784
MLP,0.722222222222,0.674603174603,0.736,0.728,0.712,0.728,0.68,0.664,0.656,0.688
RF,0.888888888889,0.944444444444,0.936,0.88,0.872,0.904,0.912,0.848,0.888,0.88
LR,0.611111111111,0.619047619048,0.568,0.536,0.632,0.544,0.56,0.56,0.52,0.504
ET,0.904761904762,0.944444444444,0.912,0.88,0.896,0.912,0.896,0.872,0.872,0.872
