,0,1,2,3,4,5,6,7,8,9
KNN,0.642857142857,0.674603174603,0.664,0.64,0.672,0.576,0.648,0.624,0.536,0.592
SVM,0.714285714286,0.690476190476,0.672,0.664,0.592,0.704,0.624,0.672,0.664,0.592
MLP,0.634920634921,0.603174603175,0.6,0.6,0.6,0.672,0.576,0.496,0.568,0.608
RF,0.849206349206,0.84126984127,0.776,0.776,0.752,0.8,0.776,0.744,0.736,0.72
LR,0.579365079365,0.492063492063,0.472,0.488,0.528,0.64,0.504,0.464,0.496,0.472
ET,0.873015873016,0.857142857143,0.808,0.824,0.84,0.832,0.848,0.768,0.808,0.84
