,0,1,2,3,4,5,6,7,8,9
KNN,0.753968253968,0.626984126984,0.76,0.552,0.76,0.752,0.656,0.712,0.744,0.688
SVM,0.65873015873,0.626984126984,0.632,0.608,0.592,0.696,0.6,0.56,0.656,0.488
MLP,0.714285714286,0.68253968254,0.608,0.632,0.712,0.712,0.648,0.52,0.584,0.576
RF,0.936507936508,0.944444444444,0.928,0.88,0.888,0.896,0.92,0.824,0.896,0.88
LR,0.753968253968,0.738095238095,0.696,0.672,0.696,0.688,0.664,0.616,0.608,0.592
ET,0.936507936508,0.944444444444,0.92,0.912,0.896,0.928,0.976,0.856,0.904,0.848
