,0,1,2,3,4,5,6,7,8,9
KNN,0.793650793651,0.809523809524,0.784,0.624,0.856,0.72,0.712,0.736,0.616,0.696
SVM,0.690476190476,0.650793650794,0.648,0.6,0.632,0.656,0.6,0.656,0.672,0.536
MLP,0.793650793651,0.777777777778,0.688,0.352,0.696,0.712,0.712,0.648,0.712,0.64
RF,0.936507936508,0.928571428571,0.904,0.872,0.872,0.904,0.952,0.888,0.84,0.84
LR,0.666666666667,0.706349206349,0.664,0.664,0.64,0.608,0.568,0.632,0.648,0.648
ET,0.944444444444,0.944444444444,0.944,0.896,0.88,0.912,0.96,0.864,0.904,0.84
