,0,1,2,3,4,5,6,7,8,9
444-ET,0.936507936508,0.97619047619,0.912698412698,0.936,0.952,0.936,0.976,0.912,0.904,0.888
888-ET,0.928571428571,0.944444444444,0.928571428571,0.912,0.944,0.912,0.912,0.896,0.872,0.896
161616-ET,0.84126984127,0.857142857143,0.801587301587,0.84,0.856,0.808,0.856,0.792,0.8,0.864
