,0,1,2,3,4,5,6,7,8,9
KNN,0.873015873016,0.849206349206,0.888,0.88,0.824,0.816,0.88,0.752,0.904,0.888
SVM,0.388888888889,0.428571428571,0.488,0.376,0.408,0.464,0.44,0.448,0.48,0.336
MLP,0.769841269841,0.801587301587,0.736,0.288,0.712,0.576,0.728,0.664,0.704,0.248
RF,0.896825396825,0.960317460317,0.952,0.928,0.952,0.984,0.952,0.88,0.96,0.928
LR,0.968253968254,0.968253968254,0.952,0.936,0.92,0.96,0.952,0.872,0.968,0.936
ET,0.97619047619,0.984126984127,0.96,0.936,0.968,0.976,0.976,0.904,0.984,0.96
