,0,1,2,3,4,5,6,7,8,9
KNN,0.81746031746,0.84126984127,0.728,0.76,0.792,0.832,0.68,0.648,0.72,0.752
SVM,0.761904761905,0.833333333333,0.76,0.824,0.76,0.752,0.64,0.672,0.744,0.736
MLP,0.785714285714,0.793650793651,0.72,0.76,0.768,0.72,0.648,0.664,0.776,0.672
RF,0.753968253968,0.801587301587,0.784,0.656,0.704,0.84,0.688,0.696,0.824,0.68
LR,0.611111111111,0.650793650794,0.608,0.656,0.648,0.616,0.616,0.624,0.592,0.584
ET,0.849206349206,0.833333333333,0.816,0.752,0.8,0.904,0.768,0.8,0.88,0.736
