,0,1,2,3,4,5,6,7,8,9
KNN,0.730158730159,0.619047619048,0.512,0.672,0.552,0.664,0.56,0.6,0.688,0.616
SVM,0.738095238095,0.690476190476,0.68,0.688,0.672,0.768,0.64,0.672,0.624,0.608
MLP,0.777777777778,0.674603174603,0.672,0.688,0.576,0.696,0.696,0.568,0.664,0.632
RF,0.738095238095,0.595238095238,0.544,0.496,0.784,0.656,0.6,0.648,0.712,0.52
LR,0.674603174603,0.642857142857,0.56,0.624,0.632,0.664,0.616,0.616,0.568,0.608
ET,0.873015873016,0.698412698413,0.744,0.616,0.8,0.784,0.824,0.696,0.76,0.752
