,0,1,2,3,4,5,6,7,8,9
KNN,0.714285714286,0.642857142857,0.624,0.592,0.6,0.648,0.608,0.576,0.6,0.664
SVM,0.793650793651,0.730158730159,0.712,0.648,0.712,0.704,0.608,0.592,0.664,0.64
MLP,0.785714285714,0.714285714286,0.688,0.632,0.72,0.728,0.68,0.624,0.632,0.712
RF,0.809523809524,0.690476190476,0.728,0.576,0.736,0.8,0.68,0.656,0.712,0.64
LR,0.714285714286,0.611111111111,0.568,0.488,0.608,0.712,0.632,0.504,0.632,0.568
ET,0.888888888889,0.753968253968,0.872,0.672,0.864,0.824,0.848,0.68,0.752,0.752
