,0,1,2,3,4,5,6,7,8,9
KNN,0.873015873016,0.785714285714,0.864,0.744,0.84,0.816,0.744,0.752,0.824,0.792
SVM,0.801587301587,0.801587301587,0.816,0.816,0.808,0.784,0.792,0.72,0.792,0.704
MLP,0.761904761905,0.746031746032,0.832,0.768,0.696,0.816,0.744,0.648,0.736,0.672
RF,0.880952380952,0.698412698413,0.816,0.68,0.8,0.832,0.8,0.776,0.84,0.776
LR,0.722222222222,0.753968253968,0.64,0.664,0.664,0.648,0.632,0.592,0.616,0.6
ET,0.896825396825,0.873015873016,0.856,0.816,0.848,0.872,0.808,0.808,0.84,0.824
