,0,1,2,3,4,5,6,7,8,9
KNN,0.809523809524,0.880952380952,0.752,0.728,0.752,0.76,0.616,0.64,0.792,0.76
SVM,0.706349206349,0.706349206349,0.728,0.76,0.712,0.76,0.664,0.64,0.704,0.768
MLP,0.698412698413,0.793650793651,0.752,0.744,0.696,0.752,0.68,0.68,0.776,0.672
RF,0.785714285714,0.81746031746,0.752,0.624,0.696,0.808,0.68,0.712,0.784,0.632
LR,0.642857142857,0.650793650794,0.576,0.6,0.64,0.624,0.544,0.52,0.544,0.56
ET,0.809523809524,0.857142857143,0.792,0.728,0.784,0.864,0.768,0.744,0.88,0.752
