,0,1,2,3,4,5,6,7,8,9
KNN,0.785714285714,0.801587301587,0.808,0.624,0.696,0.768,0.528,0.704,0.776,0.76
SVM,0.825396825397,0.650793650794,0.768,0.544,0.824,0.848,0.728,0.68,0.848,0.752
MLP,0.769841269841,0.698412698413,0.728,0.72,0.784,0.8,0.72,0.584,0.768,0.696
RF,0.825396825397,0.68253968254,0.816,0.496,0.8,0.816,0.704,0.664,0.744,0.784
LR,0.666666666667,0.698412698413,0.624,0.608,0.64,0.648,0.632,0.68,0.648,0.6
ET,0.912698412698,0.84126984127,0.888,0.632,0.864,0.888,0.808,0.688,0.872,0.848
