,0,1,2,3,4,5,6,7,8,9
KNN,0.690476190476,0.65873015873,0.64,0.608,0.592,0.632,0.608,0.568,0.568,0.6
SVM,0.698412698413,0.706349206349,0.656,0.656,0.632,0.64,0.528,0.592,0.6,0.6
MLP,0.722222222222,0.611111111111,0.624,0.656,0.624,0.704,0.64,0.568,0.624,0.624
RF,0.769841269841,0.642857142857,0.704,0.568,0.552,0.696,0.672,0.616,0.672,0.552
LR,0.603174603175,0.492063492063,0.448,0.496,0.552,0.624,0.512,0.488,0.504,0.472
ET,0.809523809524,0.706349206349,0.744,0.68,0.752,0.768,0.76,0.664,0.696,0.688
