,0,1,2,3,4,5,6,7,8,9
Haralick-ET,0.936507936508,0.960317460317,0.952,0.904,0.872,0.936,0.936,0.904,0.952,0.92
HOG-ET,0.944444444444,0.984126984127,0.96,0.944,0.952,0.952,0.968,0.928,0.944,0.968
